"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20220430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 서대문구 홍은동","440-3","0440","0003","풍림1차","64.53","202203","8","60,000","6","1988","통일로48가길 37","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","440-3","0440","0003","풍림1차","64.53","202203","25","60,000","8","1988","통일로48가길 37","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","455","0455","0000","홍은동벽산","84.96","202202","26","85,000","12","1997","세검정로1길 95","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","455","0455","0000","홍은동벽산","114.96","202203","31","65,000","1","1997","세검정로1길 95","","중개거래","서울 은평구"
"서울특별시 서대문구 홍은동","439-1","0439","0001","홍은동아더프라임","59.8736","202203","8","71,500","12","2014","통일로 530","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","460","0460","0000","홍은동풍림아이원","84.918","202201","21","78,000","11","2002","홍은중앙로 149","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","461","0461","0000","홍은센트레빌","84.84","202202","19","86,000","20","2009","통일로 553","20220424","중개거래","서울 은평구"
"서울특별시 서대문구 홍은동","461","0461","0000","홍은센트레빌","84.84","202204","24","86,000","20","2009","통일로 553","","중개거래","서울 은평구"
"서울특별시 서대문구 홍제동","457","0457","0000","남양","114.99","202204","1","61,500","4","1999","홍제내길 168","","중개거래","서울 성동구"
"서울특별시 서대문구 홍제동","463","0463","0000","문화촌현대","84.99","202201","9","85,000","14","2002","문화촌길 6-24","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","158-13","0158","0013","아름채","72.97","202201","10","54,500","3","2004","통일로35길 40","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","132-5","0132","0005","에이원","58.66","202203","12","46,800","7","2015","홍제원길 45","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","294-36","0294","0036","원일","68.76","202203","25","58,000","6","1970","통일로 476","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","454","0454","0000","유원하나","72.34","202201","15","65,000","18","1996","세검정로 134","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","454","0454","0000","유원하나","58.77","202202","26","58,000","9","1996","세검정로 134","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","454","0454","0000","유원하나","82.35","202203","7","60,000","16","1996","세검정로 134","","직거래","-"
"서울특별시 서대문구 홍제동","104-1","0104","0001","인왕","70.68","202202","9","56,000","4","1968","통일로32길 3","","직거래","-"
"서울특별시 서대문구 홍제동","465","0465","0000","인왕산벽산","84.63","202204","5","84,500","11","2003","세무서길 106-12","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","460","0460","0000","인왕산현대","59.93","202202","26","85,000","9","2000","통일로34길 46","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","453","0453","0000","청구1차","84.78","202203","22","107,500","5","1994","통일로 348","","중개거래","서울 서대문구, 서울 서초구"
"서울특별시 서대문구 홍제동","453","0453","0000","청구1차","84.78","202203","25","111,000","18","1994","통일로 348","","직거래","-"
"서울특별시 서대문구 홍제동","373","0373","0000","태영으뜸(데시앙)","68.59","202202","15","64,000","7","1998","세검정로3길 63","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","373","0373","0000","태영으뜸(데시앙)","37.11","202203","26","40,200","5","1998","세검정로3길 63","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","461","0461","0000","홍제삼성래미안","60","202201","12","72,000","6","2001","통일로 319","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","461","0461","0000","홍제삼성래미안","60","202203","5","71,000","4","2001","통일로 319","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","473","0473","0000","홍제센트럴아이파크","84.9602","202202","3","129,000","3","2020","통일로 395","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","459","0459","0000","홍제원현대(459-0)","59.93","202204","3","79,000","3","2000","통일로34길 43","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","459","0459","0000","홍제원현대(459-0)","59.93","202204","12","79,000","17","2000","통일로34길 43","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","82","0082","0000","홍제한양","84.77","202202","19","90,500","6","1993","통일로25길 30","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","82","0082","0000","홍제한양","60.06","202203","5","79,600","5","1993","통일로25길 30","","중개거래","서울 강남구"
"서울특별시 서초구 내곡동","BL-1","0001","0000","서초더샵포레","114.71","202202","23","191,000","16","2014","헌릉로8길 58","","중개거래","서울 서초구"
"서울특별시 서초구 내곡동","null","0000","0000","서초포레스타2단지","84.87","202202","5","175,000","10","2015","헌릉로8길 45","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","82-7","0082","0007","APELBAUM","180.93","202203","29","170,000","4","2005","동광로43길 14-30","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","1343","1343","0000","디에이치반포라클라스","104.988","202201","3","360,000","25","2021","서초중앙로 206","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","1343","1343","0000","디에이치반포라클라스","59.9951","202203","11","270,000","31","2021","서초중앙로 206","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","70","0070","0000","라인","59.97","202204","4","149,000","2","1995","서래로10길 26","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","222.76","202201","5","745,000","25","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","84.93","202201","11","375,000","7","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","84.93","202201","15","380,000","9","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","168.65","202201","20","600,000","20","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","84.93","202203","1","360,000","14","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","135.92","202203","4","545,000","18","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","222.76","202203","7","760,000","26","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","84.93","202203","26","355,000","16","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","84.93","202203","26","360,000","7","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","222.76","202203","28","800,000","22","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","18-1","0018","0001","래미안퍼스티지","84.93","202203","30","365,000","24","2009","반포대로 275","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","612-2","0612","0002","반포2차ApelBaum","244.15","202202","12","360,000","5","2007","사평대로12길 22","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","30-26","0030","0026","반포리체","84.967","202203","31","342,500","19","2010","고무래로 35","","중개거래","서울 서초구, 서울 송파구"
"서울특별시 서초구 반포동","30-26","0030","0026","반포리체","59.993","202204","4","253,000","26","2010","고무래로 35","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","60-4","0060","0004","반포미도","84.96","202202","8","267,500","14","1987","서초중앙로29길 28","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","60-4","0060","0004","반포미도","84.96","202204","2","280,000","8","1987","서초중앙로29길 28","","중개거래","경기 의왕시, 서울 서초구"
"서울특별시 서초구 반포동","60-5","0060","0005","반포미도2차아파트","71.49","202203","12","218,000","10","1989","사평대로 240","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","1342","1342","0000","반포써밋","59.9207","202203","19","220,000","5","2018","고무래로 89","20220415","중개거래","서울 서초구"
"서울특별시 서초구 반포동","1342","1342","0000","반포써밋","59.9207","202203","19","220,000","5","2018","고무래로 89","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","1342","1342","0000","반포써밋","59.9207","202204","2","220,000","24","2018","고무래로 89","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","1342","1342","0000","반포써밋","84.9716","202204","9","310,000","9","2018","고무래로 89","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","132.439","202201","13","460,000","17","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","132.439","202201","15","450,000","1","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","84.998","202202","22","350,000","22","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","84.943","202203","1","347,000","13","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","84.998","202203","9","380,000","14","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","244.543","202203","18","750,000","20","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","84.943","202203","22","377,000","17","2009","신반포로 270","","중개거래","서울 서초구, 서울 중랑구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","216.49","202203","28","690,000","27","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","84.943","202203","28","370,000","10","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","20-43","0020","0043","반포자이","84.998","202204","16","360,000","9","2009","신반포로 270","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","107.47","202201","11","287,000","1","1973","신반포로 45","","직거래","-"
"서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","140.13","202202","16","660,000","1","1973","신반포로 9","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","140.33","202203","30","660,000","2","1973","신반포로 9","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","107.47","202204","2","538,000","2","1973","신반포로 45","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","612-115","0612","0115","선데일","246.01","202204","4","398,000","3","2006","동광로27길 67","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","612-115","0612","0115","선데일","246.01","202204","4","398,000","3","2006","동광로27길 67","20220421","중개거래","서울 서초구"
"서울특별시 서초구 반포동","612-31","0612","0031","아델스빌1","240.03","202204","8","430,000","6","2007","동광로27길 84","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.96","202201","6","510,000","10","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.92","202201","21","610,000","36","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","84.95","202201","21","466,000","8","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.97","202202","24","630,000","36","2016","신반포로15길 19","20220324","중개거래","서울 강남구, 서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.97","202203","24","630,000","36","2016","신반포로15길 19","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","84.97","202204","2","431,000","12","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","2-12","0002","0012","아크로리버파크","129.92","202204","11","640,000","26","2016","신반포로15길 19","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202201","6","272,000","5","1974","신반포로 32","","중개거래","서울 동작구, 서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202202","9","277,000","5","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202202","21","261,000","4","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202203","8","279,000","5","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202203","22","315,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202203","22","270,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","4","285,000","5","1974","신반포로 32","","중개거래","서울 동작구, 서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","6","277,000","3","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","6","290,000","3","1974","신반포로 32","","직거래","-"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202204","9","283,000","2","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","593-19","0593","0019","대건딜라이트","244.98","202203","21","115,000","2","2003","남부순환로297길 44","","직거래","-"
"서울특별시 서초구 방배동","1038","1038","0000","대우(효령)","84.91","202204","2","198,000","6","1992","효령로 84","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","847-25","0847","0025","렉스빌","244.68","202204","3","302,000","2","2002","방배로28길 80","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","847-25","0847","0025","렉스빌","244.68","202204","3","302,000","2","2002","방배로28길 80","20220426","중개거래","서울 서초구"
"서울특별시 서초구 방배동","424-28","0424","0028","롯데캐슬아르떼","147.7221","202204","2","285,000","12","2013","방배천로18길 11","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","755-14","0755","0014","리첸시아방배","134.22","202203","10","171,000","3","2010","방배중앙로 204","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","881-26","0881","0026","방배2차e-편한세상","163.36","202203","28","253,000","8","2004","서초대로33길 22","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3283","3283","0000","방배그랑자이","84.972","202204","18","258,000","9","2021","방배로 21","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3283","3283","0000","방배그랑자이","84.9386","202204","20","265,000","8","2021","방배로 21","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202201","2","29,800","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","36.63","202201","4","43,000","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202201","6","32,000","17","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202201","11","30,500","12","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","4","32,000","21","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","7","30,000","8","2005","서초대로 17","","직거래","-"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","14","29,700","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","21","31,500","22","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","26","32,300","11","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202203","26","32,000","13","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202204","2","30,000","22","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-10","0866","0010","방배마에스트로","29.28","202204","4","88,800","25","2019","서초대로 13","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-10","0866","0010","방배마에스트로","50.25","202204","25","130,000","27","2019","서초대로 13","","중개거래","서울 관악구"
"서울특별시 서초구 방배동","752-36","0752","0036","방배아크로리버","149.225","202201","21","250,000","20","2004","방배중앙로 207-10","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","3278","3278","0000","방배아트자이","126.6226","202201","7","283,000","10","2018","명달로9길 57","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","2525","2525","0000","방배우성","117.19","202204","27","180,000","3","1991","방배선행길 1","","중개거래","서울 관악구"
"서울특별시 서초구 방배동","1010-1","1010","0001","방배임광","84","202202","3","195,000","3","1988","방배로2길 24-6","","직거래","-"
"서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.933","202204","5","131,200","3","2021","방배중앙로 158","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1018-1","1018","0001","삼익","89.12","202202","26","198,000","2","1981","효령로34길 79","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","758-4","0758","0004","삼호2","127.94","202201","3","225,000","10","1976","방배로43길 30","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","758-4","0758","0004","삼호2","132.39","202203","11","220,000","1","1976","방배로43길 2","","중개거래","경기 성남분당구, 서울 성동구"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202202","15","250,000","6","1976","방배로45길 27","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202202","27","242,000","4","1976","방배로45길 27","","중개거래","경기 성남수정구, 서울 서초구"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202204","5","250,000","3","1976","방배로45길 27","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1030-1","1030","0001","삼호한숲","59.98","202203","31","130,000","5","1998","방배로3길 10-3","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","799-9","0799","0009","캐슬렉스","155.93","202203","30","199,000","4","2004","방배로32길 105","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","816-1","0816","0001","한신트리플","43.93","202203","2","48,500","8","2004","방배로33길 29","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","36,900","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,200","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,050","6","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,600","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,600","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","40,950","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","35,700","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","37,100","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,350","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,050","7","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,250","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","37,300","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","43,250","9","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","41,350","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","35,900","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,100","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,600","2","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","41,550","4","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","36,400","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","22.89","202203","23","42,150","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","36,650","5","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.38","202203","23","37,300","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","35,900","3","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1487-1","1487","0001","(1487-1)","19.51","202203","23","37,500","8","2022","효령로 200","","직거래","-"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.998","202201","11","19,500","4","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.998","202201","21","19,500","7","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.344","202201","27","20,500","4","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","23.456","202202","17","25,000","8","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","23.375","202203","31","25,000","3","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.406","202204","16","20,000","4","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1615-10","1615","0010","극동스타클래스2","72.5","202202","12","138,000","5","2006","효령로67길 35","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1671-5","1671","0005","대림서초리시온","48.2","202201","15","57,000","12","2003","서초중앙로22길 25","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1671-5","1671","0005","대림서초리시온","49.92","202202","24","60,000","8","2003","서초중앙로22길 25","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1671-5","1671","0005","대림서초리시온","49.79","202203","9","61,000","13","2003","서초중앙로22길 25","","중개거래","서울 서초구"
